project_id,project_name,original_contract_value,gc_name,est_labor,est_material,est_equip,est_sub,total_budget,actual_labor_cost,actual_material_cost,actual_tracked_cost,co_approved_value,co_rejected_value,adjusted_contract,bid_margin,realized_margin_dollars,realized_margin_pct,labor_overrun_pct,material_overrun_pct,rfi_count,rfi_cost_impact_count,rfi_high_critical,rfi_open,cumulative_billed,pct_billed,budget_coverage,ot_share
PRJ-2021-264,Boston Edge Data Center - Thermal Management,19784000.0,Turner Construction,10453700.0,4245500.0,5501800.0,1064000.0,21265000.0,4034718.570000006,9042066.219999999,13076784.790000005,2340900.0,2089600.0,22124900.0,-0.07485847149211478,2482315.2099999934,0.11219554483862045,-61.4039185168887,112.98000753739252,82,30,29,2,19658000.0,0.8885011909658349,1.0748584714921148,0.0550423566472266
PRJ-2018-060,Boston Apartment Complex - MEP,12239000.0,Skanska USA,6101000.0,2302900.0,3140800.0,676000.0,12220700.0,947925.4599999954,5242988.79,6190914.249999995,258700.0,125600.0,12497700.0,0.0014952201977285196,2489985.7500000037,0.19923551933555805,-84.46278544500909,127.66897346823569,22,8,7,0,12148300.0,0.9720428558854829,0.9985047798022715,0.04983630411058567
PRJ-2018-033,Pittsburgh Middle School - HVAC Systems,12190000.0,Skanska USA,6491300.0,2232000.0,2850400.0,718100.0,12291800.0,1684395.3000000261,4793342.55,6477737.850000026,349800.0,-153900.0,12539800.0,-0.008351107465135454,2493562.1499999743,0.19885182778034532,-74.0514950780271,114.75549059139784,43,11,14,1,12106700.0,0.9654619690904161,1.0083511074651355,0.05257753132059971
PRJ-2018-047,Oklahoma City Office Park - Core & Shell MEP,12546000.0,DPR Construction,6690600.0,2672900.0,2995700.0,755100.0,13114300.0,1432193.900000015,5529571.290000001,6961765.190000016,668500.0,1014000.0,13214500.0,-0.04529730591423564,2501934.8099999838,0.18933253698588548,-78.59393925806333,106.87535223914107,35,9,8,1,12464100.0,0.9432138938287488,1.0452973059142356,0.05657640232108317
PRJ-2019-099,San Antonio Colocation Facility - HVAC,10701000.0,Mortenson,5252400.0,2103800.0,2469800.0,598500.0,10424500.0,1328511.0000000098,4475612.710000001,5804123.71000001,731600.0,0.0,11432600.0,0.025838706662928645,2560176.28999999,0.22393648776306263,-74.70659127256093,112.73945764806545,26,6,9,1,10626200.0,0.9294648636355685,0.9741612933370714,0.05710925248301098
PRJ-2021-300,Minneapolis Senior Living - HVAC Upgrade,12081000.0,Turner Construction,6223800.0,2503900.0,3276000.0,839600.0,12843300.0,987379.7999999949,5184877.639999999,6172257.439999994,772100.0,439800.0,12853100.0,-0.06309908120188723,2565242.560000006,0.19958162311037853,-84.13541887592797,107.0720731658612,21,8,7,1,11970400.0,0.931323960756549,1.0630990812018872,0.05542000697107006
PRJ-2018-034,Boston Colocation Facility - HVAC,18213000.0,DPR Construction,8521000.0,3627200.0,3807000.0,1129700.0,17084900.0,4147761.5100000454,8259422.620000001,12407184.130000047,1725300.0,749600.0,19938300.0,0.06193927414484157,2594415.8699999526,0.1301222205503956,-51.32306642412809,127.70794607410676,76,21,18,2,18102300.0,0.9079159206150976,0.9380607258551584,0.05129694957460054
PRJ-2018-014,Indianapolis Cloud Campus Phase 1 - Cooling,11702000.0,JE Dunn,6427000.0,2672500.0,2813000.0,735300.0,12647800.0,1522354.6300000201,4903810.789999998,6426165.420000019,871400.0,797000.0,12573400.0,-0.08082379080499069,2598934.5799999814,0.20670101802217233,-76.31313785592002,83.49151693171181,33,11,15,2,11611600.0,0.9235051775971496,1.0808237908049907,0.056129985228951254
PRJ-2021-253,Oklahoma City Elementary Campus - Climate Systems,15036000.0,Turner Construction,7755300.0,2878900.0,3546300.0,981200.0,15161700.0,3625012.9200000046,6093403.569999999,9718416.490000004,1853800.0,780800.0,16889800.0,-0.008359936153232272,2643883.509999996,0.15653728936991534,-53.257605508490904,111.65735419778385,62,14,24,0,14939900.0,0.8845516228729766,1.0083599361532323,0.05399127796738718
PRJ-2019-129,Boston Colocation Facility - HVAC,14922000.0,Mortenson,7177700.0,3477400.0,3615600.0,1007500.0,15278200.0,1765811.670000029,6735222.98,8501034.65000003,871700.0,63100.0,15793700.0,-0.023870794799624617,2669565.34999997,0.16902722921164579,-75.39864204410843,93.68559786047048,38,9,17,1,14818000.0,0.9382222025237912,1.0238707947996246,0.055327066196631414
PRJ-2021-244,Minneapolis Colocation Facility - HVAC,13475000.0,Turner Construction,6909200.0,2820600.0,3075000.0,854400.0,13659200.0,1976544.9200000372,5682267.110000002,7658812.030000039,799800.0,80300.0,14274800.0,-0.013669758812616006,2686587.9699999616,0.18820494647910735,-71.39256469634635,101.45597071545068,57,14,18,3,13381900.0,0.9374492111973548,1.013669758812616,0.05340442269032427
PRJ-2021-277,Houston Business Center - MEP Systems,11417000.0,Turner Construction,5203000.0,2362900.0,2752300.0,578100.0,10896300.0,910688.7899999965,5152762.1,6063450.889999996,703500.0,101200.0,12120500.0,0.045607427520364396,2726649.110000003,0.22496176807887489,-82.49685200845673,118.06941047018493,18,4,12,1,11330400.0,0.9348129202590653,0.9543925724796356,0.05945531261986958
PRJ-2022-354,Las Vegas Colocation Facility - HVAC,11352000.0,Skanska USA,5295600.0,2274000.0,2647200.0,660500.0,10877300.0,1166716.3700000017,4997567.650000002,6164284.020000004,851000.0,472000.0,12203000.0,0.04181642001409447,2731015.9799999967,0.22379873637630063,-77.9681930281743,119.76990545294646,56,20,19,1,11265900.0,0.9232074080144227,0.9581835799859055,0.05069056714663532
PRJ-2021-250,Sacramento Senior Living - HVAC Upgrade,13401000.0,DPR Construction,7409500.0,2958100.0,3381300.0,787300.0,14536200.0,2419486.5600000406,5781015.740000001,8200502.300000042,1699200.0,268700.0,15100200.0,-0.08471009626147308,2731097.6999999583,0.18086500178805304,-67.34615615088683,95.43003076298979,51,17,13,0,13304500.0,0.8810810452841684,1.084710096261473,0.05286815068493151
PRJ-2018-028,Louisville Elementary Campus - Climate Systems,10351000.0,Skanska USA,5080700.0,2091100.0,2208600.0,543900.0,9924300.0,1413443.560000014,4344682.469999999,5758126.030000012,896500.0,208000.0,11247500.0,0.041223070234759907,2736873.9699999876,0.2433317599466537,-72.18014131910931,107.77019128688244,55,11,20,2,10282500.0,0.914203156256946,0.9587769297652401,0.05094293411707078
PRJ-2021-298,San Antonio High School - New Construction,11208000.0,Turner Construction,5635900.0,2249200.0,2883000.0,664100.0,11432200.0,1956637.5100000382,4690931.44,6647568.950000038,1731000.0,289000.0,12939000.0,-0.020003568879371825,2744331.0499999616,0.2120976157353707,-65.28260774676559,108.55999644317981,58,20,18,2,11138700.0,0.8608625086946441,1.0200035688793718,0.05746209098164405
PRJ-2018-027,Albuquerque Mixed-Use Tower - Mechanical,14573000.0,Turner Construction,6784600.0,2715000.0,3268300.0,671500.0,13439400.0,3600917.80000002,6337538.360000001,9938456.16000002,2053900.0,1128500.0,16626900.0,0.07778768956289028,2748643.8399999794,0.1653130673787645,-46.92512749461988,133.4268272559853,81,16,32,3,14485200.0,0.8711906609169479,0.9222123104371097,0.05147093996651519
PRJ-2019-109,Portland Colocation Facility - HVAC,14103000.0,Turner Construction,7212000.0,2947900.0,3625100.0,772000.0,14557000.0,1751773.7500000277,6112806.230000001,7864579.980000029,932900.0,180400.0,15035900.0,-0.0321917322555485,2774220.0199999698,0.18450641597775788,-75.71029187465297,107.36138369686898,31,14,13,0,14003800.0,0.9313576174356041,1.0321917322555485,0.05608402695204122
PRJ-2019-092,Raleigh Corporate Campus - HVAC Systems,13785000.0,Turner Construction,6528200.0,2829100.0,3234800.0,810400.0,13402500.0,1519507.6900000193,6237904.739999997,7757412.4300000165,796400.0,342000.0,14581400.0,0.027747551686615912,2778787.5699999835,0.19057069760105227,-76.72394090254558,120.49078293450206,52,16,19,3,13685000.0,0.9385244215233105,0.9722524483133841,0.04441179794327042
PRJ-2018-010,San Antonio Mixed-Income Housing - Climate Control,12617000.0,JE Dunn,5991100.0,2396900.0,3058600.0,623500.0,12070100.0,900354.6399999968,5633774.6899999995,6534129.329999996,408000.0,-148700.0,13025000.0,0.04334627883014974,2808770.6700000037,0.21564458119001947,-84.97179749962449,135.0442108556886,22,8,12,0,12518600.0,0.9611209213051823,0.9566537211698503,0.05088961163191123
PRJ-2022-344,Las Vegas Cloud Campus Phase 1 - Cooling,14429000.0,Mortenson,7143900.0,3006600.0,3660600.0,863800.0,14674900.0,1318391.930000006,6338594.79,7656986.720000006,568900.0,144200.0,14997900.0,-0.017042068057384396,2816513.2799999937,0.1877938431380389,-81.54520737972247,110.82268309718617,46,8,10,3,14324800.0,0.9551203835203596,1.0170420680573844,0.058018681752401
PRJ-2019-089,Tampa Cloud Campus Phase 1 - Cooling,12969000.0,Mortenson,5613800.0,2001600.0,3380600.0,624000.0,11620000.0,2288503.7200000356,5606699.52,7895203.240000036,1775700.0,955000.0,14744700.0,0.10401727195620325,2844896.7599999644,0.1929436855276787,-59.23432042466714,180.11088729016785,71,20,29,0,12876000.0,0.8732629351563612,0.8959827280437968,0.05261970983988574
PRJ-2019-107,Boston Office Park - Core & Shell MEP,16925000.0,DPR Construction,9209700.0,3359500.0,3892300.0,961900.0,17423400.0,3051377.740000022,6910196.440000002,9961574.180000024,736200.0,1110800.0,17661200.0,-0.02944756277695726,2845425.819999976,0.1611116922972378,-66.86778353257954,105.69121714540861,55,19,17,1,16812800.0,0.9519624940547641,1.0294475627769573,0.054438339092505526
PRJ-2020-209,Phoenix Cloud Campus Phase 1 - Cooling,13910000.0,JE Dunn,7555400.0,3244300.0,3406600.0,723600.0,14929900.0,2218000.4400000437,5840430.69,8058431.130000044,1154900.0,344800.0,15064900.0,-0.07332135154565056,2876268.8699999563,0.19092518835172861,-70.64350742515228,80.02128933822397,47,15,14,0,13827800.0,0.917881964035606,1.0733213515456506,0.054205172012114625
PRJ-2020-192,Houston Corporate Campus - HVAC Systems,16402000.0,DPR Construction,8987800.0,3894600.0,4346000.0,952400.0,18180800.0,1890768.5700000355,7374579.210000003,9265347.780000038,1043300.0,1372300.0,17445300.0,-0.1084501890013414,2881552.2199999616,0.16517642115641243,-78.96294343443296,89.35395701740877,41,13,15,2,16296800.0,0.9341656492006443,1.1084501890013414,0.048720740337506806
PRJ-2023-394,Pittsburgh Edge Data Center - Thermal Management,11747000.0,Skanska USA,5731600.0,2393800.0,2831700.0,689800.0,11646900.0,1059873.7499999944,4907069.1099999985,5966942.859999993,625500.0,380600.0,12372500.0,0.00852132459351329,2884057.140000008,0.23310221378056237,-81.50823940958904,104.99077241206444,49,16,16,1,11655700.0,0.942065063649222,0.9914786754064867,0.05804663296918311
PRJ-2023-400,Columbus Apartment Complex - MEP,9928000.0,Turner Construction,4833200.0,1923900.0,2313100.0,539300.0,9609500.0,1252908.7900000077,4271961.79,5524870.5800000075,1343000.0,77600.0,11271000.0,0.03208098307816276,2893729.4199999925,0.25674114275574417,-74.07703405611173,122.04697697385521,46,16,8,0,9857500.0,0.8745896548664714,0.9679190169218372,0.054117323051500965
PRJ-2019-127,Phoenix Mixed-Use Tower - Mechanical,12380000.0,JE Dunn,6222600.0,2583900.0,3119600.0,781100.0,12707200.0,1094642.0199999968,5555655.880000001,6650297.899999998,1093300.0,266600.0,13473300.0,-0.02642972536348953,2922302.1000000015,0.21689579390349814,-82.40860701314568,115.01048337783972,50,14,23,1,12278000.0,0.9112837983270616,1.0264297253634895,0.055765595463137994
PRJ-2022-333,Chicago High School - New Construction,13567000.0,Mortenson,6283400.0,2774100.0,2907100.0,822900.0,12787500.0,2157313.920000042,5635986.74,7793300.660000042,895000.0,233100.0,14462000.0,0.05745559077172546,2938699.339999959,0.20320144793250994,-65.66645574052198,103.16451245448977,58,14,20,0,13461500.0,0.9308186972756188,0.9425444092282745,0.052715400541487496
PRJ-2022-368,Tampa Elementary Campus - Climate Systems,12855000.0,Skanska USA,5824800.0,2437100.0,2928800.0,609400.0,11800100.0,2105247.380000043,5452298.190000002,7557545.570000045,1183800.0,0.0,14038800.0,0.0820614546868923,2943054.429999955,0.2096371791036239,-63.85717312182319,123.72074145500811,43,9,13,1,12779100.0,0.9102701085562869,0.9179385453131077,0.0500534231938851
PRJ-2021-280,Denver Apartment Complex - MEP,17061000.0,Turner Construction,7947900.0,3467500.0,3448700.0,906500.0,15770600.0,3555981.650000009,6999570.029999999,10555551.680000009,795500.0,952100.0,17856500.0,0.07563448801359829,2945748.319999991,0.16496784476241094,-55.258852652901915,101.86214938716654,76,27,17,2,16958100.0,0.9496877887603954,0.9243655119864017,0.0555233120526214
PRJ-2018-062,Chicago Business Center - MEP Systems,18069000.0,Turner Construction,8475700.0,4232300.0,4374500.0,982000.0,18064500.0,3191983.7300000177,8301273.450000002,11493257.18000002,1796100.0,1040300.0,19865100.0,0.00024904532624936415,3015342.819999978,0.15179097110006887,-62.339585756928415,96.14095054698394,60,12,17,0,17951800.0,0.9036853577379425,0.9997509546737506,0.057184356339770835
PRJ-2023-386,Sacramento Regional Medical Center - HVAC Upgrade,14714000.0,DPR Construction,6638200.0,2785700.0,3551300.0,872500.0,13847700.0,1318175.6800000076,6219878.680000001,7538054.360000009,296800.0,685500.0,15010800.0,0.05887590050292235,3048945.6399999913,0.20311679857169446,-80.14257358922588,123.27884122482682,27,4,8,1,14613200.0,0.9735124044021638,0.9411240994970776,0.060107147523846854
PRJ-2024-005,Harbor View Condominiums - 3 Buildings,13650000.0,Skanska USA,7185600.0,3216300.0,3090000.0,927500.0,14419400.0,2234032.230000044,5911530.97,8145563.200000044,1570700.0,906800.0,15220700.0,-0.056366300366300415,3057636.799999956,0.2008867397688645,-68.90959377087447,83.79911606504366,51,11,21,3,13556100.0,0.8906357789063578,1.0563663003663004,0.05400386847195358
PRJ-2020-214,Raleigh Edge Data Center - Thermal Management,12266000.0,JE Dunn,5608200.0,2440100.0,2796200.0,775400.0,11619900.0,1241345.2800000042,5190177.820000002,6431523.100000006,877200.0,190300.0,13143200.0,0.05267405837273764,3140076.899999995,0.23891266206098932,-77.86553118647687,112.7034883816238,56,15,11,0,12160200.0,0.9252084728224481,0.9473259416272624,0.05574961576079363
PRJ-2020-236,Denver Regional Medical Center - HVAC Upgrade,12168000.0,Turner Construction,6177400.0,2351400.0,3015100.0,859800.0,12403700.0,1120738.629999999,5209713.84,6330452.469999999,1315400.0,0.0,13483400.0,-0.01937047994740304,3278047.530000001,0.24311727976623115,-81.85743791886556,121.55795866292421,38,7,13,2,12071700.0,0.8953008884999333,1.019370479947403,0.05409175449473032
PRJ-2018-035,Indianapolis Apartment Complex - MEP,11962000.0,Turner Construction,6075100.0,2585900.0,2881500.0,752500.0,12295000.0,1318483.530000007,5188360.699999999,6506844.230000006,1522600.0,511300.0,13484600.0,-0.027838154154823602,3343755.769999994,0.24796848034053617,-78.29692465967626,100.64042306353684,48,15,17,3,11876100.0,0.8807157794817793,1.0278381541548236,0.05738993710691824
PRJ-2020-177,Atlanta Corporate Campus - HVAC Systems,11218000.0,Turner Construction,5445600.0,2273800.0,2677700.0,588600.0,10985700.0,1159583.1799999997,4892333.0600000005,6051916.24,1460400.0,-600.0,12678400.0,0.020707791050098012,3360183.76,0.26503216178697625,-78.70605296018805,115.16109860146014,32,11,7,0,11131700.0,0.8780051110550228,0.979292208949902,0.05465047393364929
PRJ-2022-361,Salt Lake City Hospital - Mechanical Systems Renovation,12912000.0,Turner Construction,6110800.0,2694200.0,2911500.0,680700.0,12397200.0,1853248.8200000343,5319029.279999999,7172278.100000033,1218800.0,221600.0,14130800.0,0.03986988847583639,3366321.899999967,0.23822585416253622,-69.67256627610077,97.4251829856729,42,13,11,1,12824500.0,0.9075565431539616,0.9601301115241636,0.058394160583941604
PRJ-2020-199,Cincinnati Data Center - Precision Cooling Systems,17456000.0,Skanska USA,8940700.0,3844200.0,4306200.0,1092600.0,18183700.0,1682671.1800000244,7608452.75,9291123.930000024,713600.0,866900.0,18169600.0,-0.04168767186067823,3479676.069999976,0.19151087916079473,-81.17964834968151,97.92031502003017,58,13,15,5,17352200.0,0.9550127685804861,1.0416876718606782,0.05001024800163968
PRJ-2018-009,Houston Edge Data Center - Thermal Management,14845000.0,Mortenson,7315800.0,2892000.0,3480400.0,857100.0,14545300.0,1326554.0100000082,6127472.31,7454026.320000008,427800.0,0.0,15272800.0,0.02018861569552033,3481273.6799999923,0.2279394531454607,-81.86727343557769,111.87663589211616,30,8,12,1,14739200.0,0.9650620711329946,0.9798113843044797,0.058109166884303995
PRJ-2022-364,Baltimore Edge Data Center - Thermal Management,17834000.0,Skanska USA,9162100.0,3967800.0,4589700.0,1039200.0,18758800.0,1504827.9200000167,7886902.090000001,9391730.010000017,672900.0,1316000.0,18506900.0,-0.05185600538297641,3486269.9899999835,0.18837676704364228,-83.57551303740391,98.77267226170676,36,14,7,1,17705700.0,0.9567080386234323,1.0518560053829764,0.06079376003670567
PRJ-2021-259,Atlanta Colocation Facility - HVAC,11725000.0,Mortenson,5395200.0,2249200.0,2491400.0,634400.0,10770200.0,1922360.6300000385,4895386.789999999,6817747.420000037,1761500.0,616500.0,13486500.0,0.08143283582089555,3542952.579999963,0.26270363548733644,-64.369057124851,117.65013293615505,60,10,20,2,11644900.0,0.8634486338190042,0.9185671641791044,0.05435370470524608
PRJ-2021-252,Raleigh Office Park - Core & Shell MEP,16141000.0,Skanska USA,8983700.0,3646400.0,4268100.0,853600.0,17751800.0,1305302.5300000082,7273198.310000001,8578500.84000001,1103900.0,61700.0,17244900.0,-0.09979555170063814,3544699.159999991,0.2055505778520021,-85.47032369736291,99.46243719833264,39,7,19,2,16034200.0,0.9297937361190844,1.0997955517006381,0.05570920584749111
PRJ-2018-025,Portland Senior Living - HVAC Upgrade,19887000.0,Skanska USA,10726200.0,4645400.0,4627800.0,1069400.0,21068800.0,4094488.869999996,8655795.14,12750284.009999996,2203300.0,987600.0,22090300.0,-0.05942575551868057,3642815.990000002,0.16490568213197657,-61.8272186794951,86.33045894863739,82,19,34,3,19762000.0,0.8946007976351611,1.0594257555186806,0.053276617250673855
PRJ-2018-054,Denver Edge Data Center - Thermal Management,19488000.0,DPR Construction,8746900.0,3565900.0,4602000.0,1102700.0,18017500.0,4085550.6800000076,8669392.5,12754943.180000007,2616600.0,1324900.0,22104600.0,0.07545669129720856,3644956.819999993,0.16489585063742357,-53.29144405446493,143.1193387363639,61,17,21,1,19355600.0,0.875636745292835,0.9245433087027914,0.054957124149875386
PRJ-2022-352,Kansas City Business Center - MEP Systems,17595000.0,DPR Construction,8276700.0,3223800.0,4473400.0,926800.0,16900700.0,3334076.5900000157,7473908.819999998,10807985.410000015,2259500.0,1187500.0,19854500.0,0.03946007388462636,3646314.589999985,0.18365179631821427,-59.71731982553414,131.83537502326442,98,29,46,2,17479000.0,0.8803545795663451,0.9605399261153736,0.05535778775215395
PRJ-2020-210,Boston Apartment Complex - MEP,15485000.0,DPR Construction,8024200.0,3046200.0,3784100.0,986900.0,15841400.0,1085284.409999997,6665836.320000002,7751120.729999999,692700.0,0.0,16177700.0,-0.023015821762996547,3655579.2700000014,0.2259640906927438,-86.47485842825458,118.82464447508379,21,6,11,1,15363300.0,0.9496590986357764,1.0230158217629965,0.05710195641800541
PRJ-2018-076,Pittsburgh Surgery Center - Climate Control,16224000.0,Turner Construction,8459300.0,3666100.0,3768200.0,887400.0,16781000.0,2161405.4200000456,7122427.529999998,9283832.950000044,1411100.0,641100.0,17635100.0,-0.03433185404339256,3695667.049999956,0.20956314679247387,-74.44935845755505,94.2780483347426,37,7,15,0,16121600.0,0.9141768405055826,1.0343318540433926,0.049128115295803805
PRJ-2021-266,Salt Lake City Surgery Center - Climate Control,14520000.0,Skanska USA,7127400.0,3137000.0,3635500.0,794500.0,14694400.0,1734271.650000029,6483729.34,8218000.990000029,1917800.0,0.0,16437800.0,-0.012011019283746593,3789799.009999972,0.23055390684884666,-75.66754145971842,106.68566592285624,49,12,14,1,14421000.0,0.877307182226332,1.0120110192837466,0.054094441123729825
PRJ-2021-320,Raleigh Apartment Complex - MEP,22790000.0,DPR Construction,11805900.0,4644400.0,5941500.0,1479400.0,23871200.0,4209955.080000001,9638282.33,13848237.41,2309000.0,0.0,25099000.0,-0.04744186046511634,3829862.59,0.15259024622494918,-64.34024445404415,107.52481117044184,58,20,20,1,22654700.0,0.902613649946213,1.0474418604651163,0.05462425382288004
PRJ-2018-072,Richmond Corporate Campus - HVAC Systems,17167000.0,DPR Construction,8368700.0,3865400.0,4362500.0,944800.0,17541400.0,829814.4699999975,8323442.210000004,9153256.680000002,1125200.0,0.0,18292200.0,-0.021809285256596977,3831643.3199999984,0.20946869813363064,-90.08430855449475,115.33197625084091,19,4,5,1,17023900.0,0.9306644362077825,1.021809285256597,0.05279567657451673
PRJ-2021-309,Portland Colocation Facility - HVAC,22317000.0,Turner Construction,11632600.0,4983000.0,6119800.0,1571600.0,24307000.0,3936480.210000008,9966718.74,13903198.950000009,3112900.0,1217000.0,25429900.0,-0.08916969126674723,3835301.0499999896,0.15081856594009374,-66.15992804704014,100.01442384105958,54,12,21,0,22186200.0,0.8724454284130099,1.0891696912667472,0.05222343921139102
PRJ-2021-247,Columbus Business Center - MEP Systems,16914000.0,JE Dunn,7887700.0,3136700.0,3726500.0,1073500.0,15824400.0,1189081.6500000006,7098307.19,8287388.840000001,37100.0,1635400.0,16951100.0,0.0644200070947144,3863711.16,0.22793276896484596,-84.9248621271093,126.29856824050756,57,11,20,1,16776100.0,0.9896761862062049,0.9355799929052856,0.05197263065948464
PRJ-2021-312,Las Vegas Mixed-Use Tower - Mechanical,12270000.0,JE Dunn,6278300.0,2501100.0,2869400.0,731500.0,12380300.0,1856538.0100000307,5123887.6,6980425.61000003,2175700.0,-93300.0,14445700.0,-0.00898940505297463,3864374.389999971,0.2675103587918876,-70.42928802382762,104.86536324017433,43,7,18,1,12192500.0,0.8440227887883591,1.0089894050529746,0.05335323197462923
PRJ-2022-369,Louisville Edge Data Center - Thermal Management,16822000.0,DPR Construction,8456000.0,3948600.0,4085000.0,812600.0,17302200.0,1620235.3900000248,7514846.810000001,9135082.200000025,1141500.0,1284100.0,17963500.0,-0.028545951729877617,3930817.7999999747,0.21882249004926516,-80.83922197256356,90.31674036367323,54,17,19,2,16703600.0,0.9298633339827984,1.0285459517298776,0.05307381408211019
PRJ-2020-221,Kansas City Regional Medical Center - HVAC Upgrade,13847000.0,DPR Construction,6961400.0,2709200.0,2934800.0,959300.0,13564700.0,2900876.690000025,5352956.010000001,8253832.700000025,2282300.0,454300.0,16129300.0,0.02038708745576656,3981367.2999999747,0.24684067504479268,-58.329119286350085,97.58437952163004,59,12,19,2,13753700.0,0.8527152449269342,0.9796129125442334,0.05390578413834228
PRJ-2020-234,Pittsburgh Cloud Campus Phase 1 - Cooling,18348000.0,DPR Construction,9012800.0,3707900.0,4655100.0,1191900.0,18567700.0,1315172.2800000082,8206695.419999999,9521867.700000007,1021800.0,672900.0,19369800.0,-0.011974057117942083,4000932.2999999933,0.20655516835486135,-85.40772812000701,121.33000943930523,15,3,6,0,18210200.0,0.9401336100527625,1.011974057117942,0.05374229912177218
PRJ-2018-042,Columbus Office Park - Core & Shell MEP,15625000.0,JE Dunn,8227100.0,3199400.0,3571800.0,1014900.0,16013200.0,1429694.3800000164,6762014.339999999,8191708.720000016,1268600.0,690500.0,16893600.0,-0.02484479999999989,4115191.2799999844,0.24359469148079654,-82.62213440945149,111.35257673313741,55,12,14,2,15520500.0,0.9187206989629209,1.0248448,0.04854251987472898
PRJ-2019-104,Atlanta Edge Data Center - Thermal Management,14396000.0,DPR Construction,7984700.0,3393800.0,3206700.0,1055100.0,15640300.0,1111746.3999999997,5909165.35,7020911.749999999,1026700.0,0.0,15422700.0,-0.08643373159210888,4139988.25,0.26843472608557517,-86.07654138539958,74.11648741823325,21,3,5,0,14265200.0,0.9249482905068503,1.0864337315921089,0.054361370716510905
PRJ-2022-339,Pittsburgh Colocation Facility - HVAC,19158000.0,Skanska USA,9667500.0,3908600.0,4910500.0,1205700.0,19692300.0,4172678.2599999974,8309729.96,12482408.219999997,3603600.0,1637500.0,22761600.0,-0.027889132477294076,4162991.780000001,0.18289539311823427,-56.83808368244119,112.60118610244079,89,28,20,1,19049700.0,0.8369227119358921,1.027889132477294,0.05354564580669114
PRJ-2019-159,Albuquerque Data Center - Precision Cooling Systems,18511000.0,JE Dunn,8909600.0,3568300.0,4254400.0,953400.0,17685700.0,1929201.790000033,7991635.2299999995,9920837.020000033,886500.0,349900.0,19397500.0,0.04458430122629786,4268862.979999967,0.22007284340765393,-78.3469315120765,123.96197713196759,59,10,24,2,18388000.0,0.9479572109807965,0.9554156987737021,0.055081319076287175
PRJ-2022-334,Raleigh Edge Data Center - Thermal Management,16918000.0,Mortenson,8053400.0,3319600.0,3814700.0,1048500.0,16236200.0,3162180.030000023,7217671.32,10379851.350000024,2617900.0,1965100.0,19535900.0,0.040300271899751716,4292848.649999976,0.21974153481538994,-60.7348445377105,117.42593444993372,75,23,26,1,16808500.0,0.8603903582635046,0.9596997281002483,0.05495103373231774
PRJ-2020-224,San Antonio Edge Data Center - Thermal Management,17418000.0,Skanska USA,9039800.0,3785900.0,4507100.0,901200.0,18234000.0,1602547.57000002,7794077.070000001,9396624.640000021,1721900.0,524500.0,19139900.0,-0.04684808818463648,4334975.359999979,0.22648892418455577,-82.27231166618708,105.87118175334797,53,15,22,2,17309200.0,0.9043516423805767,1.0468480881846365,0.05375996552467141
PRJ-2022-380,Portland Mixed-Income Housing - Climate Control,17710000.0,DPR Construction,8459700.0,3754000.0,4019300.0,1165300.0,17398300.0,2137958.500000042,7507154.160000002,9645112.660000045,1462200.0,1087400.0,19172200.0,0.017600225861095442,4342487.339999955,0.22649916754467173,-74.72772675153917,99.97746830047953,48,13,14,0,17594200.0,0.9176933267960902,0.9823997741389046,0.05343018563357546
PRJ-2021-241,Portland Hospital - Mechanical Systems Renovation,21326000.0,Mortenson,10607300.0,4298200.0,5007100.0,1253300.0,21165900.0,2094146.0400000447,9341482.069999998,11435628.110000044,807200.0,1236100.0,22133200.0,0.007507268123417399,4437171.889999956,0.20047584127012613,-80.25750153196341,117.33474640547202,44,10,16,0,21190400.0,0.9574033578515533,0.9924927318765826,0.055601522422637766
PRJ-2018-030,Portland Mixed-Income Housing - Climate Control,15609000.0,Skanska USA,8514500.0,3538900.0,3943300.0,952100.0,16948800.0,2473614.7000000305,6997171.75,9470786.45000003,3209200.0,821000.0,18818200.0,-0.08583509513742071,4452013.549999969,0.23658020161333013,-70.9482095249277,97.72165785978694,80,21,29,2,15491200.0,0.8232030693690151,1.0858350951374207,0.050080100299505464
PRJ-2020-235,Oklahoma City Senior Living - HVAC Upgrade,17688000.0,Skanska USA,9094700.0,3964100.0,4399800.0,936900.0,18395500.0,3233748.860000026,7763926.939999999,10997675.800000025,3113700.0,287200.0,20801700.0,-0.03999886928991403,4467324.199999975,0.2147576496151745,-64.44358956315187,95.85598092883627,99,21,36,0,17568500.0,0.8445703956888139,1.039998869289914,0.0515316649912703
PRJ-2020-195,San Antonio Senior Living - HVAC Upgrade,16764000.0,DPR Construction,8382200.0,3223200.0,4355300.0,1027900.0,16988600.0,2729084.9600000265,7320217.37,10049302.330000026,3216600.0,523900.0,19980600.0,-0.013397757098544405,4548097.669999974,0.2276256804099964,-67.44190117152984,127.11024354678582,72,18,24,1,16644800.0,0.8330480566149164,1.0133977570985444,0.0526813880126183
PRJ-2018-070,Portland Senior Living - HVAC Upgrade,14309000.0,JE Dunn,7629700.0,3264900.0,3489800.0,1033700.0,15418100.0,1567134.7300000177,6144163.53,7711298.260000018,2490800.0,340900.0,16799800.0,-0.07751065762806619,4565001.739999982,0.27172952892296226,-79.46007405271482,88.18841404024627,59,14,24,1,14211600.0,0.845938642126692,1.0775106576280662,0.047676194632336896
